date (dd-mm-yyyy),webTitle,short_description,webUrl,imageUrl
29-12-2021,"US, UK, France, Portugal and Greece all break new daily cases records – as it happened ","US reports 512,553 cases; UK reports 129,000; France reports 179,807; Portugal 17,172; and Greece 21,657",https://www.theguardian.com/world/live/2021/dec/28/covid-live-news-travel-chaos-as-3500-more-flights-suspended-fresh-curbs-in-france,https://media.guim.co.uk/135322317b78720b101598b8e98fa6826be186f3/0_177_5390_3236/500.jpg
30-12-2021,Britons with homes in EU told they can’t drive through France to get there,Eurotunnel operator issues warning to UK nationals after update to Covid travel rules by French government,https://www.theguardian.com/world/2021/dec/29/britons-living-in-eu-told-they-cant-drive-through-france-to-get-to-uk,https://media.guim.co.uk/50afd969e294b79fa8489d2afe8d7c8c6cb8f612/0_236_5100_3060/500.jpg
31-12-2021,PM says UK doing ‘incomparably better’ against Covid in new year message,Boris Johnson and Keir Starmer both focus on the effects of the pandemic in their addresses,https://www.theguardian.com/world/2021/dec/31/pm-says-uk-doing-incomparably-better-against-covid-in-new-year-message,https://media.guim.co.uk/338c13f90df81a32253f33d2990b661aec2c2ed6/0_446_5055_3034/500.jpg
01-01-2022,China opens embassy in Nicaragua for first time since 1990 after Taiwan ties cut,Nicaragua trumpets ‘ideological affinity’ with Beijing and seizes Taipei’s former embassy and diplomatic offices,https://www.theguardian.com/world/2022/jan/01/china-opens-embassy-in-nicaragua-for-first-time-since-1990-after-taiwan-ties-cut,https://media.guim.co.uk/15bbaf4e49a23f2eeb7acd37fac8ff840cbafab0/0_344_5568_3341/500.jpg
02-01-2022,What is aquamation? The process behind Desmond Tutu’s ‘green cremation’ ,"The anti-apartheid hero requested an eco-friendly cremation, which uses water instead of flames to process the remains",https://www.theguardian.com/world/2022/jan/02/what-is-aquamation-the-process-behind-desmond-tutus-green-cremation,https://media.guim.co.uk/6810024cafb07f4a641c0ca5946f622a6107135a/0_77_3600_2160/500.jpg
03-01-2022,Volunteers praised for huge role in giving UK public Covid jabs,"More than 100,000 people donated their time in 2021 as part of largest ever British vaccination campaign",https://www.theguardian.com/world/2022/jan/03/volunteers-praised-for-huge-role-in-giving-uk-public-covid-jabs,https://media.guim.co.uk/b0c5d429e4b00d457284a80b70f0f53ee8bb4fbb/0_90_3500_2101/500.jpg
04-01-2022,Ontario announces new curbs after ‘tsunami’ of infections; Scottish parliament to be recalled – as it happened,Ontario closes down schools and shops to operate at 50% capacity; Scottish parliament to again be recalled as Covid hits record levels,https://www.theguardian.com/world/live/2022/jan/03/covid-news-live-4000-more-flights-cancelled-over-omicron-israel-to-offer-fourth-jab-to-over-60s,https://media.guim.co.uk/2e327335508546271376f8081c54f6bca72e9d35/0_192_4000_2399/500.jpg
05-01-2022,Australia’s Covid surge: how have you been affected by shortages of PCR and RAT tests?,Stuck in a long queue for a Covid test? Can’t find any rapid antigen tests? Tell us about your experience,https://www.theguardian.com/world/2022/jan/05/australias-covid-surge-how-have-you-been-affected-by-shortages-of-pcr-and-rat-tests,https://media.guim.co.uk/f0c21be36cf12f182d7b169e58c46ad0f6b61ca6/0_0_5140_3083/500.jpg
06-01-2022,"France, Italy, Portugal, Turkey and Netherlands report record daily cases as Omicron surges – as it happened","France reports 332,252 new Covid cases as Italy, Portugal, Netherlands and Turkey all see record cases",https://www.theguardian.com/world/live/2022/jan/05/covid-news-live-delhi-imposes-weekend-curfew-macron-limits-social-life-for-unvaccinated-in-france,https://media.guim.co.uk/51276519b0a1e15de1591c6d0f754bd858d60676/0_573_8640_5184/500.jpg
07-01-2022,Military deployed at London hospitals due to Omicron staff shortages,"Support, which includes 40 army doctors, shows ministers can no longer ignore scale of understaffing, union leaders say ",https://www.theguardian.com/world/2022/jan/07/military-deployed-at-london-hospitals-due-to-omicron-staff-shortages,https://media.guim.co.uk/3f662afede5045315b448d91e6b0d2512ec3d5e1/0_63_3500_2101/500.jpg
08-01-2022,"Covid live: no need for fourth jab yet, UK advisers say; Germany toughens hospitality restrictions – as it happened",UK experts say protection against hospitalisation still 90% three months after booster; Germany also cuts isolation for boosted people after a Covid contact,https://www.theguardian.com/world/live/2022/jan/07/covid-news-live-bolsonaro-criticises-plans-to-vaccinate-young-children-as-brazil-cases-soar,https://media.guim.co.uk/dce8325484188bf4d274728f4166b46a5011b03b/0_215_6000_3600/500.jpg
09-01-2022,Colston protester says Tories are misusing their acquittals to fan flames of culture war,"Rhian Graham, cleared of criminal damage for her part in toppling the statue of the slave trader, says a vital debate about Britain’s history is being hijacked",https://www.theguardian.com/world/2022/jan/09/colston-protester-says-tories-are-misusing-their-acquittals-to-fan-flames-of-culture-war,https://media.guim.co.uk/6233f9652f2abaf0ca9fbee792a4a3641ce73dea/0_80_5238_3143/500.jpg
10-01-2022,‘I’m more worried than excited about the future’: Japan’s Coming of Age Day tinged with anxiety,20-year-olds contemplate an uncertain future shaped by the coronavirus pandemic and Japan’s skewed demographics,https://www.theguardian.com/world/2022/jan/10/im-more-worried-than-excited-about-the-future-japans-coming-of-age-day-tinged-with-anxiety,https://media.guim.co.uk/81afe2ecfdef91925031dd40ad1857b01b768e9e/188_668_5672_3406/500.jpg
11-01-2022,Record numbers admitted to US hospitals with coronavirus; Sweden to introduce stricter curbs – as it happened,"Over 132,000 patients currently on US wards with Covid; Swedish measures include work from home mandate",https://www.theguardian.com/world/live/2022/jan/10/covid-live-news-40-of-israel-could-be-infected-in-current-wave-germany-to-study-rapid-antigen-test-reliability-for-omicron,https://media.guim.co.uk/8a8309384e77ae0b4372e2047918b8743f43971b/0_49_4788_2873/500.jpg
12-01-2022,"Matt Hancock tests positive for Covid; France confirms record 368,149 new cases – as it happened",Former UK health secretary contracts virus for a second time; French health officials had been expected to announce record-breaking infections,https://www.theguardian.com/world/live/2022/jan/11/covid-news-live-pfizer-says-omicron-specific-vaccine-could-be-available-by-march-mexico-president-tests-positive-again,https://media.guim.co.uk/60f6a22b5a5bd5b18e2ae5d5b65a9facd717d191/0_145_4756_2854/500.jpg
13-01-2022,UK reports nearly 400 virus-linked deaths; German chancellor calls for mandatory jabs – as it happened,"UK reports 129,587 new positive Covid-19 cases and 398 more deaths; Germany should make vaccinations mandatory for adults, says Olaf Scholz",https://www.theguardian.com/world/live/2022/jan/12/covid-news-live-boosters-not-viable-strategy-against-new-variants-who-warns-quebec-to-impose-health-tax-on-unvaccinated,https://media.guim.co.uk/88bc66cdede267f10eb80c54a038d1a21df50fa1/91_0_4318_2592/500.jpg
14-01-2022,Fear of war dips in Taiwan despite rise in US-China tensions over island,Annual poll finds Taiwanese fear of conflict in coming months has fallen 15 percentage points in the past year,https://www.theguardian.com/world/2022/jan/14/fear-war-dips-in-taiwan-despite-us-china-tensions-poll,https://media.guim.co.uk/30482449527627a144315bea2ab98a4264a4a774/0_18_3500_2101/500.jpg
15-01-2022,Scepticism in uneasy Kazakhstan as president promises reform,Thousands of people still in jail after protests while behind-the-scenes power struggle continues,https://www.theguardian.com/world/2022/jan/15/scepticism-kazakhstan-president-promises-reform,https://media.guim.co.uk/ea0e8712581e795b4e8895e36ae2e6698b84df27/0_334_8140_4883/500.jpg
16-01-2022,Kazakhstan authorities raise death toll from unrest to 225,"Prosecutor says dead include security forces and ‘armed bandits’, with toll dramatically increased from previous figures",https://www.theguardian.com/world/2022/jan/16/kazakhstan-authorities-raise-death-toll-from-unrest-to-225,https://media.guim.co.uk/b355733213acd8eab48f4dc847b126bad18fdee3/0_0_5000_3002/500.jpg
17-01-2022," Boris Johnson broke the law, says Keir Starmer; UK records 70,924 new cases – as it happened",Latest updates: UK Labour leader says PM broke lockdown rules and then lied; latest daily UK figures do not include Scotland,https://www.theguardian.com/world/live/2022/jan/16/covid-news-live-novak-djokovic-deported-australia-visa-coronavirus-boris-johnson-party-latest-updates,https://media.guim.co.uk/6a24b9e86d71282b9cb209132cedf7157676db38/247_55_2758_1656/500.jpg
18-01-2022,Lords inflict multiple defeats on ministers with misogyny voted a hate crime,Peers vote 242-185 for heavier penalties in England and Wales as ministers lose 14 divisions,https://www.theguardian.com/society/2022/jan/18/government-defeated-as-lords-vote-to-make-misogyny-a-hate,https://media.guim.co.uk/a4de725dbeab290345c1eafbc607bdc57bb5f6a0/0_56_3500_2101/500.jpg
19-01-2022,New Zealand closes borders to new arrivals over ‘unprecedented’ Omicron risk,Citizens without existing booking blocked from returning home after minister says quarantine facilities are under ‘extreme pressure’,https://www.theguardian.com/world/2022/jan/19/new-zealand-closes-borders-to-new-arrivals-over-unprecedented-omicron-risk,https://media.guim.co.uk/0e80064909b4d6993dd7b6715ca9a5b8b2f28830/0_232_3500_2101/500.jpg
20-01-2022, Joe Biden thinks Russia will attack Ukraine – but will face a ‘stiff price’,US president alarms government in Kyiv by saying Nato was divided on how to respond to ‘minor incursion’,https://www.theguardian.com/world/2022/jan/19/russia-could-act-against-ukraine-at-any-moment-says-us,https://media.guim.co.uk/47fd0d33e895b21e3ef7b999d4f6abeb594fd102/0_0_6000_3600/500.jpg
21-01-2022,France to ease restrictions; Austrian parliament approves mandatory vaccination – as it happened,French PM says from February work from home guidance will be changed and nightclubs reopen; Austria will have Europe’s first universal jabs mandate,https://www.theguardian.com/world/live/2022/jan/20/covid-news-live-who-recommends-lifting-international-travel-bans-and-abolishing-proof-of-vaccination-requirements,https://media.guim.co.uk/a4df64dc784038bded923ce5f32172b724ec39dd/0_318_7131_4279/500.jpg
22-01-2022,At least 13 killed after immense explosion rocks western Ghana,"The blast, which flattened hundreds of buildings, followed a collision between a truck carrying mining explosives and a motorcycle",https://www.theguardian.com/world/2022/jan/20/ghana-explosion-apiate-mining-vehicle,https://media.guim.co.uk/fb20a7a714820c34ccfcef6b59c759cb676bb862/0_0_1800_1080/500.jpg
23-01-2022,Coronavirus live: Japan and Poland report record cases; Germany seven-day rate at new high,Concerns about new Omicron offshoot in England; France to bring in strict restrictions for unvaccinated people,https://www.theguardian.com/world/live/2022/jan/22/coronavirus-live-japan-and-taiwan-report-omicron-surges-ireland-lifts-restrictions,https://media.guim.co.uk/4b45209bd6337c70a73c0be61f80a1d16211db16/0_19_5406_3244/500.jpg
24-01-2022,"74,799 more cases reported in UK; Russia breaks daily infection record – as it happened",This blog is now closed,https://www.theguardian.com/world/live/2022/jan/23/covid-news-boris-johnson-partygate-no-10-swipe-card-data,https://media.guim.co.uk/aab62068f7bf4ecd7d5d44996738f7074b48aa6c/0_34_4902_2941/500.jpg
25-01-2022,Covid outbreak strikes Australian aid ship bound for virus-free Tonga ,Twenty-three sailors on HMAS Adelaide test positive as Peter Dutton says boat will be kept at sea to ensure no threat to the Pacific nation,https://www.theguardian.com/world/2022/jan/25/covid-outbreak-strikes-australian-aid-ship-bound-for-virus-free-tonga,https://media.guim.co.uk/547fa3bf008fea2ac44cad96148e3f8be11ce4b6/0_248_5157_3094/500.jpg
26-01-2022, ‘Once-in-a-lifetime opportunity’: the stunning comeback of a tornado-wrecked town,"Joplin, Missouri, was left unrecognizable after the 2011 disaster. Its recovery offers lessons for other communities",https://www.theguardian.com/world/2022/jan/25/lessons-from-tornado-joplin-missouri-disaster-recovery,https://media.guim.co.uk/0bc3a925498899b07775a40b8f5ae25c97f41427/0_183_3000_1801/500.jpg
27-01-2022,UK reports 346 daily deaths; Denmark aims to end all restrictions – as it happened,"UK also records over 102,000 daily cases; Danish plan would mean most far-reaching easing among Nordic countries",https://www.theguardian.com/world/live/2022/jan/26/covid-news-live-johnson-to-face-mps-as-report-into-lockdown-parties-looms-the-netherlands-to-reopen-bars-and-cafes,https://media.guim.co.uk/fff3e66bef15dca46919109eb8b2373b9114bc0c/0_60_2361_1418/500.jpg
28-01-2022,"Reckless to leave 3bn unvaccinated while easing England rules, experts say",Scientists tell Boris Johnson that failure to help poorer countries means new variants will put thousands at risk in UK,https://www.theguardian.com/world/2022/jan/28/uk-covid-vaccine-stance-global-vaccination-levels-reckless-experts,https://media.guim.co.uk/0024e7a437a7a43351b274922f61f9fec44de38a/0_117_3500_2100/500.jpg
29-01-2022,"US to heighten troop presence in eastern Europe, says Biden","The Pentagon has already placed 8,500 troops on stand-by in response to Russia’s build-up near Ukraine’s border",https://www.theguardian.com/world/2022/jan/28/us-troops-eastern-europe-joe-biden,https://media.guim.co.uk/0d79a703ddf9110c3dae1f45c7fff2df6293f776/0_273_4096_2458/500.jpg
30-01-2022,Hillsong founder Brian Houston steps down as leader of church,Houston says he made the decision after consulting with the church’s leadership and legal counsel<br>,https://www.theguardian.com/world/2022/jan/30/hillsong-founder-brian-houston-steps-down-as-leader-of-church,https://media.guim.co.uk/ebfd106f0d8e40a1a7d6ec9c863b70a0d6f91583/0_137_4064_2438/500.jpg
31-01-2022,Spotify to add advisory notices to podcasts mentioning Covid; protests in Prague over curbs – as it happened,Czech demonstrators are opposed to measures such as a restaurant ban for the unvaccinated; Harry and Meghan express concerns to Spotify about misinformation on platform,https://www.theguardian.com/world/live/2022/jan/30/covid-live-news-coronavirus-boris-johnson-sue-gray-downing-street-latest-updates,https://media.guim.co.uk/670f6ef2d81a10952e296bcffc0d968a5174f6ab/0_0_6720_4032/500.jpg
01-02-2022,Israel military officers dismissed over death of Palestinian-American at checkpoint,"Antony Blinken pressed to investigate West Bank death of 78-year-old who was handcuffed, gagged and left by soldiers last month",https://www.theguardian.com/world/2022/feb/01/israel-military-officers-dismissed-over-death-of-palestinian-american-at-checkpoint,https://media.guim.co.uk/554f05dbf69d2c7fdc25bb967365f6b6fb2f2fc4/177_536_2553_1532/500.jpg
02-02-2022,Covid robbed Kyoto of foreign tourists – now it is not sure it wants them back,City that had 8 million overseas visitors in 2019 – including free-spending parties of Chinese people – is getting used to the peace and quiet,https://www.theguardian.com/world/2022/feb/02/covid-robbed-kyoto-of-foreign-tourists,https://media.guim.co.uk/4bea83c9ef65783002816248193a946c007333cb/0_499_4032_2419/500.jpg
03-02-2022,Covid news: Anger as Tory MP says lockdown breach ‘like parking fine’; Germany could relax restrictions in March – as it happened,Pfizer-BioNTech seeks US approval for under-5s Covid inoculation; Lithuania to scrap Covid pass on Saturday,https://www.theguardian.com/world/live/2022/feb/02/covid-live-news-france-to-ease-some-restrictions-tsunami-hit-tonga-enters-lockdown,https://media.guim.co.uk/77af80209d9e1b339755903416801821efc8d424/2_401_5712_3428/500.jpg
04-02-2022,‘We’re all nervous’: NZ’s Covid tsar Chris Hipkins admits uncertainty over border reopening,The minister responsible for New Zealand’s pandemic response says the future is ‘still something that’s the subject of models rather than reality’,https://www.theguardian.com/world/2022/feb/04/were-all-nervous-nzs-covid-tsar-chris-hipkins-admits-uncertainty-over-border-reopening,https://media.guim.co.uk/b48948550c41ba8a913aa1bc693fd3ee2df468eb/0_269_8079_4850/500.jpg
05-02-2022,"Turkey reports daily record of 111,157 new cases – as it happened",Turkish daily death toll highest in four months as cases surge;<strong> </strong>UK health agency says number of cases each day could be rising,https://www.theguardian.com/world/live/2022/feb/04/covid-live-blog-india-deaths-pass-500000-canada-rules-out-military-response-to-vaccine-protests,https://media.guim.co.uk/652d1416a205e5eb63a9cc5bf399dcade1f3c285/0_240_4075_2446/500.jpg
06-02-2022,Peru’s prime minister to step down after allegations of domestic violence,Héctor Valer confirms resignation just four days after being named for the post,https://www.theguardian.com/world/2022/feb/06/perus-prime-minister-to-step-down-after-allegations-of-domestic-violence,https://media.guim.co.uk/205e5e618af604a8f598d79e105aab87002d09ca/0_1271_2333_1400/500.jpg
07-02-2022,New Zealand Māori party calls for a ‘divorce’ from Britain’s royal family,Party co-leader Rawiri Waititi said the move was ‘an opportunity to reimagine a more meaningful and fulfilling partnership’,https://www.theguardian.com/world/2022/feb/07/new-zealand-maori-party-calls-for-a-divorce-from-britains-royal-family,https://media.guim.co.uk/f72eaedbf544f514d7741c4dc7342c09460da958/0_0_2821_1692/500.jpg
08-02-2022,Ottawa protesters turn to Christian crowdfunding site after GoFundMe snub,GoFundMe blocked fundraising after Canadian city declared emergency over protests against vaccine mandates,https://www.theguardian.com/global/2022/feb/07/gofundme-criticism-pulling-funding-ottawa-protests,https://media.guim.co.uk/f46799415b6ba0d45fcf1b6f848d0252355afb24/0_448_6720_4032/500.jpg
09-02-2022,"Covid live: Italy and Spain to ease mask mandate; UK records 66,183 new cases – as it happened ",Italy and Spain relax rules on wearing masks in outdoor spaces; UK records 314 Covid-related deaths,https://www.theguardian.com/world/live/2022/feb/08/covid-live-news-hong-kong-faces-more-restrictions-after-record-cases-canada-warns-us-republicans-against-protest-interference,https://media.guim.co.uk/4fcab6fb166d8cddf46619ec6e08a44fb3e149e3/307_170_2705_1623/500.jpg
10-02-2022,Covid news: Sweden scraps almost all restrictions and testing despite pleas from scientists; Spain’s King Felipe tests positive – as it happened,Sweden scraps almost all of its few restrictions and stops most testing; Spain’s King Felipe tests positive after displaying mild symptoms,https://www.theguardian.com/world/live/2022/feb/09/covid-live-news-hong-kong-set-for-record-daily-cases-help-for-poor-nations-failing-says-who,https://media.guim.co.uk/8dc3ca6a67d6abe6a380f3da61a69d37c6eae168/0_314_3500_2100/500.jpg
11-02-2022,"Covid news: Spain drops mandatory use of face masks outdoors; UK reports another 66,638 daily cases – as it happened","Face coverings still required in indoor public spaces in Spain;<strong> </strong>UK records 66,638 daily infections and 206 Covid-linked deaths",https://www.theguardian.com/world/live/2022/feb/10/covid-live-news-support-for-authoritarianism-grows-in-pandemic-nz-sees-record-cases-amid-protests,https://media.guim.co.uk/b7a2f5d4854dc5d1923c30c3294b893e3a224f93/0_439_8218_4931/500.jpg
12-02-2022,"If Blinken’s visit to Fiji is aimed at curtailing Chinese influence, he has his work cut out for him | Shailendra Singh","As the US downsized its presence in the Pacific, China happily stepped into the vacuum; a lightning visit from the Secretary of State won’t convince Fiji to turn on its ally",https://www.theguardian.com/world/2022/feb/12/if-blinkens-visit-to-fiji-aims-to-curtail-chinese-influence-he-has-his-work-cut-out-for-him,https://media.guim.co.uk/1a6c1380da457d7022b8770473216e4773251f37/0_84_3181_1908/500.jpg
13-02-2022,"I’ll fight to overturn US ban on my ‘Queer Bible’, says British author ",Former model Jack Guinness caught up in furore over Mississippi mayor’s attempt to withhold funding for library until ‘homosexual materials’ are withdrawn,https://www.theguardian.com/world/2022/feb/13/ill-fight-to-overturn-us-ban-on-my-queer-bible-says-jack-guinness-british-author,https://media.guim.co.uk/7dfeaff2b8ea9ce5e37ab33a330555a03ec126ce/353_2700_5354_3210/500.jpg
14-02-2022,‘Countdown to war’: how the papers covered fears of an imminent Ukraine invasion,Front pages focus on the diplomatic efforts of Boris Johnson and Olaf Scholz amid warnings Russia could invade within days,https://www.theguardian.com/world/2022/feb/14/countdown-to-war-how-the-papers-covered-fears-of-an-imminent-ukraine-invasion,https://media.guim.co.uk/db1ae312ae2ef2dfb3a42237bc21126c882f0728/0_0_2500_1500/500.jpg
15-02-2022,"Coronavirus live: UK records 41,648 new cases and 35 Covid-linked deaths; French protest convoy reaches Brussels – as it happened ","UK cases down 30% on the previous week, with weekly deaths down 27.2%; 500 French vehicles arrive in Brussels to protest against Covid measures",https://www.theguardian.com/world/live/2022/feb/14/covid-news-live-england-delays-plan-to-vaccinate-children-aged-5-11-hong-kong-overwhelmed-by-fifth-covid-wave,https://media.guim.co.uk/7b40aa4cb1ecd7ec6828d61b8772bd2c43886b81/0_232_3500_2101/500.jpg
16-02-2022,"Disabled children should exercise for 20 minutes a day, first UK guidelines say",Chief medical officers’ recommendations also include strength and balance activities three times a week,https://www.theguardian.com/society/2022/feb/16/disabled-children-should-exercise-for-20-minutes-a-day-first-uk-guidelines-say,https://media.guim.co.uk/134f835c317a25b25726e73e0fcb0bd338c85b0d/0_71_2119_1271/500.jpg
17-02-2022,"Russia still building forces on Ukraine border, says top Nato official","Nato secretary general contradicts Vladimir Putin’s claim of ‘partial’ withdrawal, as US official says Russia has increased troops by 7,000",https://www.theguardian.com/world/2022/feb/16/russia-still-building-forces-on-ukraine-border-says-top-nato-official,https://media.guim.co.uk/32fcd4001985969746e0800344950a2f547e565f/0_167_5000_3000/500.jpg
18-02-2022, Protesters defy police presence in Ottawa after officers warn of crackdown,Justin Trudeau says ‘high time these illegal and dangerous activities stop’ after nearly three weeks in Canadian capital,https://www.theguardian.com/world/2022/feb/17/canada-trucker-protest-police-crackdown,https://media.guim.co.uk/878c7872cac8877112c8d86074d092dd0ac7ce27/0_4_3477_2087/500.jpg
19-02-2022,Canadian police arrest at least 100 protesters in bid to break up Ottawa truck blockade,At least 21 vehicles towed as police start breaking up protest camp that has paralysed Canada’s capital for several weeks,https://www.theguardian.com/world/2022/feb/18/trucker-convoy-protest-canada-ottawa-police-arrests-latest-news,https://media.guim.co.uk/26f9c4dc85dfbb89130ed282742ab9539928e1c6/0_116_3500_2101/500.jpg
20-02-2022,EU praises ‘restraint’ of Kyiv government; Blinken denounces Kremlin claims – as it happened,European Council urges Moscow to ‘de-escalate’ its military buildup; Ukrainian president Volodymyr Zelenskiy says global security architecture is failing,https://www.theguardian.com/world/live/2022/feb/19/russia-ukraine-news-crisis-latest-putin-biden-kyiv-russian-invasion,https://media.guim.co.uk/92d99f772774644a20844e3f0029ed96c2ba6e01/0_338_5063_3038/500.jpg
21-02-2022,We all have different expectations of behaviour as Omicron spreads in NZ – being considerate is key | Sarb Johal,Life can be tough for everyone and we never know what another person may be experiencing – take a breath to consider before you speak,https://www.theguardian.com/world/commentisfree/2022/feb/21/we-all-have-different-expectations-of-behaviour-as-omicron-spreads-in-nz-being-considerate-is-key,https://media.guim.co.uk/3f08af6196d10e6cd0c4652260e56dd658a9c31e/0_286_5270_3163/500.jpg
22-02-2022,Germany to begin rollout of Novavax’s jab; New Zealand to end vaccine mandates after Omicron peak,Latest updates: Germany hopes protein-based vaccine comparable to flu jabs will help sway people sceptical of mRNA vaccines,https://www.theguardian.com/world/live/2022/feb/21/covid-news-live-boris-johnson-end-restrictions-england-new-zealand-vaccine-mandate-omicron-coronavirus,https://media.guim.co.uk/2e8dce9578726837b89855f21d6ad1acc0a4c21c/0_107_1600_960/500.jpg
23-02-2022,UK lost up to £16bn due to fraud and error in Covid loans schemes,Parliament spending watchdog demands Treasury come up with estimates and how much it intends to recover,https://www.theguardian.com/world/2022/feb/23/uk-lost-up-to-16bn-due-to-and-error-in-covid-loans-schemes,https://media.guim.co.uk/992ba82f8c19bb3b64a18bada72365da31400184/374_794_4546_2727/500.jpg
24-02-2022,From tuna fishing to teen love: the producer behind K-pop’s biggest stars ,"Bumzu is one of the most influential people in K-pop, helping shape South Korea’s multibillion-dollar global music business",https://www.theguardian.com/world/2022/feb/24/bumzu-producer-behind-k-pops-biggest-stars-south-korea,https://media.guim.co.uk/b9010c0fb2084bc0364392fab987219ab1e3d32e/0_577_6250_3746/500.jpg
25-02-2022,"England’s Covid vaccine drive good value for money at £8.3bn, says NAO",Spending watchdog praises everyone involved in programme but warns of ‘substantial risks’ to future success,https://www.theguardian.com/world/2022/feb/25/england-covid-vaccine-drive-good-value-for-money-pounds-83bn-nao-spending-watchdog,https://media.guim.co.uk/6608138c8cce4945bc7b6cbfd1de0eba6770f43d/0_180_5501_3300/500.jpg
26-02-2022,UN resolution deploring invasion vetoed – as it happened,Reports say artillery rounds and large blasts were heard in Ukrainian capital; Russia vetoes UN resolution deploring invasion of Ukraine,https://www.theguardian.com/world/live/2022/feb/25/russia-ukraine-invasion-latest-news-live-updates-russian-war-vladimir-putin-explosions-bombing-invades-kyiv,https://media.guim.co.uk/3d1fee47a848ed154dd377058e35b65efca3307c/0_263_3500_2100/500.jpg
27-02-2022,Swift action at last brings meaningful sanctions against Putin regime,"Selected Russian banks banned from global payments system, while Russian central bank will find it harder to spend $500bn war chest",https://www.theguardian.com/world/2022/feb/27/swift-action-at-last-brings-meaningful-sanctions-against-putin-regime,https://media.guim.co.uk/62339dd419e3b700d297ab91dd99dd57379385bb/0_400_6000_3600/500.jpg
28-02-2022,Liz Truss criticised for backing Britons who wish to fight in Ukraine,Present and former Conservatives warn that anyone volunteering for combat in embattled country will be breaking the law,https://www.theguardian.com/world/2022/feb/27/liz-truss-says-she-would-back-britons-going-to-ukraine-to-fight-russia,https://media.guim.co.uk/54c8b1e1b44dacdc3658d35ef10df1e5e360c0e4/0_223_5784_3471/500.jpg
01-03-2022,‘Horrendous’ rocket attack kills civilians in Kharkiv as Moscow ‘adapts its tactics’,Footage shows dozens of Grad missiles raining down on centre of Ukraine’s second biggest city,https://www.theguardian.com/world/2022/feb/28/ukraine-several-killed-by-russian-rocket-strikes-in-civilian-areas-of-kharkiv,https://media.guim.co.uk/956057bc6afc8e4244d217c1c4108aa36ee2618b/0_235_960_576/500.jpg
02-03-2022,‘Our fates are united’: Syrians rally behind Ukraine after years of Russian torment,"Bombed and menaced by an unchecked Putin since 2015, Syrians hope the tide might be finally turning",https://www.theguardian.com/world/2022/mar/02/our-fates-are-united-syrians-rally-behind-ukraine-after-years-of-russian-torment,https://media.guim.co.uk/d798aed4a0912f73d2aecbd4fcc58ccc5f48b0a5/0_231_5268_3162/500.jpg
03-03-2022,‘This is a moment’: New Zealand reckons with aftermath as smoke clears on violent protests,"Occupation a confronting shift in tone from first two years of pandemic, which were characterised by high support for government",https://www.theguardian.com/world/2022/mar/03/this-is-a-moment-new-zealand-reckons-with-aftermath-as-smoke-clears-on-violent-protests,https://media.guim.co.uk/6b7e675ef09ec3e26e29b415aa29ef7ef3972fbc/0_203_5000_3001/500.jpg
04-03-2022,NZ’s parliament protests were frightening but they don’t mean the country is splintering | Max Rashbrooke,Disagreement is a sign of healthy democratic debate not of dysfunction – and hard-core conspiracists remain marginal,https://www.theguardian.com/world/commentisfree/2022/mar/04/nzs-parliament-protests-were-frightening-but-they-dont-mean-the-country-is-splintering,https://media.guim.co.uk/bba40403a2cf4755e15b2b454d8c4ad1d12c4daf/0_119_3589_2154/500.jpg
05-03-2022,Eminent writers urge Russian speakers to tell truth of war in Ukraine,"Use ‘all possible means of communication’ to directly contact Russian citizens, 17 signatories say",https://www.theguardian.com/world/2022/mar/05/eminent-writers-urge-russian-speakers-to-tell-truth-of-war-in-ukraine,https://media.guim.co.uk/98354d88f5d490c4e849e32e8f75075ee9eb6346/0_50_3543_2126/500.jpg
06-03-2022,Russia-Ukraine war: what we know on day 11 of the Russian invasion,Ukrainian president Volodymyr Zelenskiy discusses more support with US leader Joe Biden as Russia’s attacks on Ukraine intensifyRussia-Ukraine war: live updates,https://www.theguardian.com/world/2022/mar/06/russia-ukraine-war-what-we-know-on-day-11-of-the-russian-invasion,https://media.guim.co.uk/127ef86cca828dd5affecf9ad5137929f538a7e5/0_0_6000_3600/500.jpg
07-03-2022,"Chatham Islands, one of world’s most remote places, records first Covid cases","The islands, 800km east of New Zealand, had been among several other isolated nations and territories that had so far evaded the virus",https://www.theguardian.com/world/2022/mar/07/chatham-islands-one-of-worlds-most-remote-places-records-first-covid-cases,https://media.guim.co.uk/544574a33ee05e6db736bfe0528e4e5d4da7530e/0_207_6201_3721/500.jpg
08-03-2022,Unsung heroine who saved refugees from Nazis honoured in Leeds,"Esther Simpson saved hundreds of scholars, calling it the academic equivalent of the kindertransport",https://www.theguardian.com/world/2022/mar/08/unsung-heroine-who-saved-refugees-from-nazis-honoured-in-leeds,https://media.guim.co.uk/ccf453204692d85e038aeb357e83ddd33e1c930a/0_9_2518_1510/500.jpg
09-03-2022,‘We will fight until the end’: how the papers covered Zelenskiy’s Commons speech,Ukraine president’s echoing of Winston Churchill in emotional speech to British MPs reverberates across the front pages,https://www.theguardian.com/world/2022/mar/09/we-will-fight-until-the-end-how-the-papers-covered-zelenskiys-commons-speech,https://media.guim.co.uk/7585e059d7345e1d98bf73718e8c0b96fbdaf506/0_0_2500_1500/500.jpg
